Event_Category,Time_Of_Day,Expected_Crowd,Environment_Type,Max_Venue_Capacity,Venue_Area_Sq_Meters,Number_Of_Fire_Exits,Event_Date,Duration_Hours,Latitude,Longitude,Has_Fireworks,Has_Temp_Structures,VIP_Attendance,Loudspeaker_Used,Road_Closure_Required,Is_Moving_Procession,Food_Stalls_Present,Liquor_Served,Risk_Level
Sports Match,Evening,9720,Outdoor,17911,71382,59,2026-05-22,4,18.389387,73.235583,0,0,0,1,0,0,0,0,Low
Major Concert,Afternoon,73945,Outdoor,81289,157465,16,2026-06-27,6,18.917818,73.201043,1,0,1,1,1,0,1,1,Medium
Major Concert,Morning,16562,Outdoor,18174,28401,4,2026-04-03,6,18.51485,72.750466,0,1,0,1,0,0,1,1,Medium
Major Concert,Morning,35045,Indoor,35819,48752,7,2026-07-31,5,19.386538,73.995469,0,0,0,1,1,0,1,1,Medium
Major Concert,Evening,18904,Indoor,20794,20794,2,2026-08-12,5,18.237598,73.424092,1,1,0,1,0,0,1,1,High
Sports Match,Morning,1595,Outdoor,2531,9341,8,2026-06-27,3,19.48436,72.557107,0,0,0,1,0,0,0,0,Low
Political Rally,Night,2161068,Outdoor,1598403,864427,3,2026-05-27,31,18.990944,73.472298,0,1,1,1,1,0,1,0,High
Sports Match,Evening,67142,Indoor,77837,122491,15,2026-05-15,5,19.390575,72.631978,0,0,1,1,1,0,1,0,Medium
Sports Match,Morning,3421,Outdoor,8337,29528,27,2026-08-15,2,18.034664,73.237518,0,1,0,1,0,0,0,0,Low
Private Function,Night,869,Outdoor,2399,7572,7,2026-04-01,3,18.401243,73.193035,0,0,0,0,0,0,1,0,Low
Political Rally,Morning,1315872,Outdoor,926526,526348,1,2026-08-17,71,18.569701,73.491576,0,1,0,1,1,0,1,0,High
Political Rally,Morning,45113,Outdoor,49524,77073,9,2026-07-03,4,18.923298,72.953982,0,1,1,1,1,0,1,0,Medium
Sports Match,Afternoon,4004,Outdoor,6520,21333,21,2026-05-02,2,18.342371,73.459188,0,0,0,1,0,0,1,0,Low
Private Function,Afternoon,592,Indoor,1442,3080,4,2026-05-24,5,19.491081,73.434377,0,0,0,0,0,0,1,0,Medium
Major Concert,Afternoon,48157,Indoor,54501,104184,10,2026-09-11,5,19.082891,73.742983,0,1,1,1,1,0,1,1,Medium
Political Rally,Evening,1968219,Outdoor,1273631,787287,2,2026-05-22,42,18.147145,73.576753,0,1,1,1,1,0,1,0,High
Political Rally,Night,2261396,Outdoor,1717843,904558,1,2026-05-13,47,18.801545,73.395581,0,1,1,1,1,0,1,0,High
Private Function,Evening,864,Indoor,2332,5869,7,2026-08-16,5,19.292406,73.058136,0,1,0,0,0,0,0,0,Low
Sports Match,Afternoon,57275,Indoor,65290,111488,13,2026-04-11,8,18.929933,72.635149,0,0,0,1,1,0,1,0,Medium
Major Concert,Morning,58441,Indoor,65012,87415,13,2026-04-27,4,18.298973,73.142665,0,0,1,1,1,0,1,1,Medium
Major Concert,Night,54067,Outdoor,55723,73402,11,2026-06-04,7,18.173379,73.366518,1,1,1,1,1,0,1,1,Medium
Sports Match,Afternoon,7780,Outdoor,12146,45440,40,2026-07-27,2,18.90954,73.461149,0,0,0,1,0,0,0,0,Low
Private Function,Evening,997,Indoor,1904,6316,6,2026-06-24,2,18.100334,73.755689,0,0,0,0,0,0,1,0,Low
Major Concert,Afternoon,15744,Indoor,17318,17318,2,2026-06-06,6,18.39171,72.882704,1,1,0,1,0,0,1,1,High
Sports Match,Night,74219,Indoor,74729,111462,14,2026-07-24,6,18.502341,73.560976,0,1,1,1,1,0,1,0,Medium
Private Function,Night,1089,Indoor,2604,6319,8,2026-07-12,2,18.020554,73.793165,0,0,0,0,0,0,1,0,Low
Private Function,Evening,382,Outdoor,951,3068,3,2026-09-15,3,19.466521,72.960629,0,0,0,0,0,0,0,0,Low
Sports Match,Night,20415,Outdoor,21185,28906,4,2026-09-02,7,19.375134,73.001055,1,1,0,1,0,0,1,0,Medium
Sports Match,Morning,47609,Indoor,48519,91042,9,2026-06-26,5,18.650626,73.388867,0,0,1,1,1,0,1,0,Medium
Sports Match,Night,3508,Outdoor,9245,30561,30,2026-05-07,4,18.59091,72.751905,0,0,0,1,0,0,1,0,Low
Sports Match,Night,8454,Outdoor,16903,64757,56,2026-05-17,3,18.373329,72.662699,0,0,0,1,0,0,1,0,Low
Protest/March,Evening,152175,Outdoor,152175,228262,0,2026-07-13,10,18.824704,73.768001,0,0,1,1,0,1,1,0,High
Sports Match,Morning,76629,Outdoor,81926,146841,16,2026-08-26,8,19.263309,72.991439,1,1,1,1,1,0,1,0,Low
Protest/March,Afternoon,286457,Outdoor,286457,429685,0,2026-05-08,8,19.255611,72.842783,0,0,1,1,0,1,1,0,High
Protest/March,Morning,204645,Outdoor,204645,306967,0,2026-05-28,8,18.128059,72.758612,0,0,1,1,0,1,1,0,High
Political Rally,Night,21041,Outdoor,22471,30237,4,2026-04-06,4,19.139022,72.585556,1,1,1,1,0,0,1,0,Low
Private Function,Morning,466,Outdoor,760,2056,3,2026-06-16,4,19.1724,72.687518,0,0,0,0,0,0,1,0,Low
Sports Match,Night,9413,Outdoor,19930,68448,66,2026-04-22,6,19.217729,72.872632,0,0,0,1,0,0,0,0,Low
Major Concert,Morning,71740,Outdoor,73274,103560,14,2026-06-26,3,19.335277,72.878668,1,1,0,1,1,0,1,1,Medium
Political Rally,Evening,64352,Outdoor,74860,130837,14,2026-09-04,5,18.9381,73.963407,0,1,1,1,1,0,1,0,Medium
Sports Match,Evening,47103,Indoor,50663,93871,10,2026-07-14,8,18.808305,73.817448,0,1,1,1,1,0,1,0,Medium
Private Function,Afternoon,96,Outdoor,260,864,3,2026-08-10,5,18.173061,72.792983,0,0,0,0,0,0,0,0,Low
Private Function,Evening,396,Indoor,954,1954,3,2026-07-06,2,18.401973,73.075001,0,0,0,0,0,0,0,0,Low
Major Concert,Afternoon,8695,Indoor,9564,9564,2,2026-08-08,6,19.21892,73.160053,1,1,0,1,0,0,0,1,High
Political Rally,Night,14519,Indoor,16911,22188,4,2026-05-05,3,18.348296,72.853103,0,1,1,1,0,0,1,0,Medium
Political Rally,Morning,22635,Indoor,24926,49563,4,2026-05-26,5,19.351254,73.531316,0,1,0,1,0,0,1,0,Medium
Sports Match,Night,1535,Outdoor,3222,8357,10,2026-09-26,3,18.917139,73.645514,0,1,0,1,0,0,0,0,Low
Protest/March,Morning,425096,Outdoor,425096,637644,0,2026-04-14,5,18.489314,72.865901,0,0,1,1,0,1,1,0,High
Sports Match,Morning,3819,Outdoor,7462,27234,24,2026-08-04,6,19.023073,72.97073,0,0,0,1,0,0,0,0,Low
Private Function,Night,1489,Outdoor,3479,10250,11,2026-05-08,3,19.01886,73.606507,0,0,0,0,0,0,0,0,Low
Political Rally,Evening,63910,Indoor,69411,100207,13,2026-09-27,6,19.016057,73.42434,0,1,0,1,1,0,1,0,Medium
Political Rally,Night,45112,Indoor,47992,60613,9,2026-04-25,6,18.712191,72.915615,0,1,0,1,1,0,1,0,Medium
Private Function,Night,114,Outdoor,212,823,3,2026-08-17,6,18.747297,72.615683,0,0,0,0,0,0,1,0,Low
Sports Match,Night,2842,Outdoor,5208,17004,17,2026-09-25,3,18.757791,73.578486,0,0,0,1,0,0,1,0,Low
Protest/March,Evening,301338,Outdoor,301338,452007,0,2026-04-22,4,18.849638,73.640482,0,0,1,1,0,1,1,0,High
Major Concert,Morning,14288,Indoor,15716,15716,2,2026-08-27,6,18.501911,73.614223,1,1,0,1,0,0,1,1,High
Sports Match,Evening,7204,Outdoor,20320,77772,67,2026-09-23,4,19.320713,72.886728,0,0,0,1,0,0,1,0,Low
Protest/March,Afternoon,442089,Outdoor,442089,663133,0,2026-07-27,7,19.406254,73.481978,0,0,1,1,0,1,1,0,High
Major Concert,Night,52037,Outdoor,56780,106027,11,2026-06-26,7,18.90402,72.941756,0,1,0,1,1,0,1,1,Medium
Protest/March,Afternoon,453731,Outdoor,453731,680596,0,2026-04-08,5,18.778914,72.947915,0,0,1,1,0,1,1,0,High
Sports Match,Morning,9967,Outdoor,23926,71944,79,2026-08-12,4,18.965847,73.112411,0,0,0,1,0,0,1,0,Low
Sports Match,Night,44846,Outdoor,45261,75106,9,2026-06-03,7,18.267482,72.585479,1,0,1,1,1,0,1,0,Medium
Major Concert,Night,74396,Indoor,88641,138754,17,2026-04-03,6,18.137998,73.306111,0,1,1,1,1,0,1,1,Medium
Major Concert,Night,19986,Outdoor,22088,43876,4,2026-08-31,3,18.287351,73.120802,1,1,1,1,0,0,1,1,Medium
Political Rally,Evening,46493,Indoor,47518,89615,9,2026-09-13,5,18.928635,73.497053,0,0,1,1,1,0,1,0,Medium
Mega Religious Gathering,Night,812221,Outdoor,677774,324888,3,2026-04-06,12,19.19973,73.372289,0,1,1,1,0,1,1,0,High
Major Concert,Evening,21605,Indoor,24960,48859,4,2026-09-18,8,18.253492,73.876997,0,0,0,1,0,0,1,1,Medium
Major Concert,Evening,29924,Outdoor,32637,40907,6,2026-08-20,4,18.148777,73.397175,1,1,1,1,0,0,1,1,Medium
Sports Match,Afternoon,29550,Indoor,33254,46367,6,2026-07-06,5,19.098084,73.267777,0,1,1,1,0,0,1,0,Medium
Sports Match,Evening,47882,Indoor,55467,68743,11,2026-04-07,3,18.150626,73.236726,0,1,1,1,1,0,1,0,Medium
Sports Match,Afternoon,4203,Outdoor,12443,48603,41,2026-06-12,3,18.371926,72.935608,0,0,0,1,0,0,1,0,Low
Sports Match,Night,3940,Outdoor,10473,32222,34,2026-06-28,4,18.89828,73.433613,0,0,0,1,0,0,1,0,Low
Sports Match,Afternoon,3856,Outdoor,6740,18935,22,2026-05-11,3,18.077347,73.990515,0,0,0,1,0,0,0,0,Low
Protest/March,Afternoon,481606,Outdoor,481606,722409,0,2026-07-14,5,18.818508,72.897109,0,0,1,1,0,1,1,0,High
Major Concert,Evening,67837,Outdoor,72152,89078,14,2026-04-12,7,18.793758,73.360775,1,1,1,1,1,0,1,1,Medium
Sports Match,Morning,36889,Indoor,44059,67725,8,2026-04-05,5,18.322938,73.505603,0,1,1,1,1,0,1,0,Medium
Political Rally,Night,32684,Outdoor,33112,56955,6,2026-09-13,6,19.303619,73.752327,1,1,1,1,1,0,1,0,Medium
Major Concert,Night,17209,Indoor,18929,18929,2,2026-08-27,3,18.771032,73.153498,1,1,1,1,0,0,1,1,High
Protest/March,Evening,227494,Outdoor,227494,341241,0,2026-07-20,8,18.434268,73.217166,0,0,1,1,0,1,1,0,High
Major Concert,Afternoon,58490,Outdoor,62617,98488,12,2026-06-26,8,19.117419,73.935001,0,1,0,1,1,0,1,1,Medium
Major Concert,Afternoon,17040,Indoor,20094,29674,4,2026-06-09,8,18.570538,73.271472,0,0,1,1,0,0,1,1,Medium
Protest/March,Evening,107339,Outdoor,107339,161008,0,2026-04-30,6,19.057199,72.581168,0,0,1,1,0,1,1,0,Medium
Major Concert,Afternoon,66842,Outdoor,72147,95179,14,2026-06-03,5,19.339746,73.844218,1,1,1,1,1,0,1,1,Medium
Private Function,Morning,157,Indoor,237,604,3,2026-08-11,2,19.219222,73.621591,0,0,0,0,0,0,0,0,Low
Major Concert,Morning,31708,Outdoor,32809,49242,6,2026-06-21,4,18.938829,73.123559,1,1,1,1,1,0,1,1,Medium
Political Rally,Night,59999,Indoor,71356,91153,14,2026-06-24,3,18.645566,73.809814,0,0,1,1,1,0,1,0,Medium
Private Function,Afternoon,232,Outdoor,409,1141,3,2026-08-03,4,18.046917,72.656852,0,0,0,0,0,0,0,0,Low
Political Rally,Afternoon,35127,Indoor,36517,47459,7,2026-08-07,8,18.608824,72.910154,0,1,1,1,1,0,1,0,Medium
Protest/March,Afternoon,382727,Outdoor,382727,574090,0,2026-07-04,5,18.124511,72.504672,0,0,1,1,0,1,1,0,High
Political Rally,Night,35538,Outdoor,37448,52372,7,2026-04-20,7,19.10672,72.596263,0,0,1,1,1,0,1,0,Medium
Political Rally,Night,76782,Outdoor,79071,115589,15,2026-08-02,4,18.859325,72.585404,1,1,1,1,1,0,1,0,High
Protest/March,Evening,143136,Outdoor,143136,214704,0,2026-06-08,7,18.516899,73.781404,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,1397,Indoor,3644,12221,12,2026-09-22,5,18.07252,73.163168,0,0,0,0,0,0,1,0,Low
Political Rally,Night,31897,Indoor,35192,52211,7,2026-08-11,4,18.607827,72.907039,0,0,1,1,1,0,1,0,Low
Sports Match,Evening,2463,Outdoor,6920,20401,23,2026-05-11,2,18.669378,73.468002,0,1,0,1,0,0,1,0,Low
Political Rally,Night,52955,Outdoor,63264,124138,12,2026-04-03,7,19.450855,73.992092,1,1,1,1,1,0,1,0,Medium
Political Rally,Evening,53317,Outdoor,62439,83171,12,2026-05-08,3,19.321409,73.539823,1,1,0,1,1,0,1,0,Medium
Mega Religious Gathering,Night,585538,Outdoor,372240,234215,2,2026-04-20,44,18.337074,73.819997,0,1,1,1,0,1,1,0,High
Private Function,Morning,311,Outdoor,548,1402,3,2026-06-08,5,19.006473,73.737278,0,0,0,0,0,0,0,0,Low
Sports Match,Morning,3889,Outdoor,9908,26561,33,2026-08-08,2,19.278899,72.540587,0,1,0,1,0,0,0,0,Low
Private Function,Night,507,Outdoor,1052,3270,3,2026-04-29,5,18.246928,72.866321,0,1,0,0,0,0,0,0,Low
Protest/March,Morning,341492,Outdoor,341492,512238,0,2026-06-25,9,19.49872,73.934535,0,0,1,1,0,1,1,0,High
Major Concert,Night,69432,Indoor,79940,149988,15,2026-08-04,5,18.612314,73.886523,0,1,1,1,1,0,1,1,Low
Sports Match,Morning,2929,Outdoor,7658,18954,25,2026-04-08,3,19.270707,73.061376,0,0,0,1,0,0,1,0,Low
Mega Religious Gathering,Morning,721362,Outdoor,475003,288544,2,2026-07-01,69,18.407196,73.25039,0,1,1,1,0,1,1,0,High
Political Rally,Night,1793125,Outdoor,1466233,717250,3,2026-05-01,45,18.576315,72.689815,0,1,0,1,1,0,1,0,High
Major Concert,Evening,7915,Indoor,8706,8706,2,2026-09-16,6,18.051279,72.758032,1,1,1,1,0,0,0,1,High
Political Rally,Evening,2368048,Outdoor,1509796,947219,2,2026-07-10,31,19.413265,73.549379,0,1,1,1,1,0,1,0,High
Mega Religious Gathering,Morning,2446549,Outdoor,1666592,978619,1,2026-06-04,20,18.494694,73.154768,0,1,0,1,0,1,1,0,High
Political Rally,Afternoon,17509,Outdoor,20313,39197,4,2026-09-16,3,18.327616,73.827338,1,1,1,1,0,0,1,0,Medium
Political Rally,Night,31374,Outdoor,35266,56914,7,2026-06-20,4,18.154998,72.933918,0,0,1,1,1,0,1,0,Medium
Political Rally,Evening,1237647,Outdoor,1064371,495058,2,2026-08-10,39,18.038293,73.888486,0,1,1,1,1,0,1,0,High
Political Rally,Afternoon,2316143,Outdoor,1855376,926457,3,2026-08-09,36,19.310827,73.606751,0,1,0,1,1,0,1,0,High
Private Function,Morning,786,Outdoor,2283,5675,7,2026-09-09,5,18.426336,73.60347,0,0,0,0,0,0,0,0,Low
Political Rally,Night,2156208,Outdoor,1520025,862483,3,2026-07-21,60,19.468068,73.010678,0,1,1,1,1,0,1,0,High
Mega Religious Gathering,Night,1170363,Outdoor,778530,468145,2,2026-05-07,69,18.502307,73.366058,0,1,0,1,0,1,1,0,High
Private Function,Night,1497,Indoor,3523,10712,11,2026-06-15,5,18.379587,72.962321,0,0,0,0,0,0,0,0,Low
Major Concert,Evening,19074,Indoor,20981,20981,2,2026-09-16,3,18.681095,73.49947,1,1,0,1,0,0,1,1,High
Sports Match,Morning,4197,Outdoor,6509,21006,21,2026-09-19,2,18.747525,72.891724,0,1,0,1,0,0,1,0,Low
Private Function,Evening,146,Outdoor,309,1196,3,2026-08-26,2,18.493381,73.464139,0,0,0,0,0,0,1,0,Low
Sports Match,Night,4920,Outdoor,13952,28590,46,2026-09-23,4,19.101255,72.909881,0,0,0,1,0,0,1,0,Low
Sports Match,Morning,58193,Indoor,62732,105732,12,2026-04-19,6,19.113584,73.530169,0,1,0,1,1,0,1,0,Medium
Major Concert,Afternoon,41920,Outdoor,43624,79631,8,2026-09-01,3,18.17778,73.879092,1,1,1,1,1,0,1,1,Medium
Sports Match,Night,1048,Outdoor,2229,4801,7,2026-05-29,5,19.352835,73.369314,0,0,0,1,0,0,0,0,Low
Private Function,Evening,1194,Outdoor,2810,6114,9,2026-07-05,3,19.075858,73.837336,0,0,0,0,0,0,1,0,Low
Mega Religious Gathering,Morning,1758299,Outdoor,1290075,703319,2,2026-05-07,36,18.2458,72.872934,0,1,0,1,0,1,1,0,High
Private Function,Afternoon,1227,Indoor,2344,8987,7,2026-05-13,4,18.599622,73.785801,0,0,0,0,0,0,0,0,Low
Political Rally,Evening,68464,Outdoor,70648,137684,14,2026-09-06,6,18.384472,73.927212,0,1,0,1,1,0,1,0,Medium
Protest/March,Evening,394182,Outdoor,394182,591273,0,2026-05-11,9,18.362177,73.626696,0,0,1,1,0,1,1,0,Medium
Sports Match,Evening,7003,Outdoor,16460,35288,54,2026-06-03,4,18.590381,73.879184,0,0,0,1,0,0,0,0,Medium
Major Concert,Afternoon,53488,Outdoor,59430,76507,11,2026-04-08,4,19.464686,72.904897,1,0,1,1,1,0,1,1,Medium
Political Rally,Night,76115,Indoor,81855,99747,16,2026-04-08,7,18.377191,73.345409,0,1,0,1,1,0,1,0,Medium
Political Rally,Evening,33845,Indoor,37634,56208,7,2026-06-26,7,18.51777,72.989097,0,1,1,1,1,0,1,0,Medium
Protest/March,Night,332942,Outdoor,332942,499413,0,2026-06-05,7,18.697596,73.712564,0,0,1,1,0,1,1,0,High
Private Function,Morning,1144,Indoor,3230,11370,10,2026-07-15,2,18.305236,73.94255,0,0,0,0,0,0,1,0,Low
Sports Match,Afternoon,5259,Outdoor,12729,37392,42,2026-08-31,3,19.392856,73.701089,0,0,0,1,0,0,0,0,Low
Political Rally,Afternoon,1704894,Outdoor,1357230,681957,3,2026-09-25,70,18.618358,73.924637,0,1,1,1,1,0,1,0,High
Sports Match,Afternoon,77352,Outdoor,81581,118583,16,2026-05-05,6,18.779115,72.93077,0,1,0,1,1,0,1,0,Medium
Mega Religious Gathering,Evening,2105146,Outdoor,1538578,842058,1,2026-09-28,23,19.288909,73.038506,0,1,1,1,0,1,1,0,High
Protest/March,Evening,410006,Outdoor,410006,615009,0,2026-05-10,10,18.307481,73.595142,0,0,1,1,0,1,1,0,High
Political Rally,Morning,67141,Outdoor,79999,153828,15,2026-07-03,5,19.449907,72.593542,1,0,0,1,1,0,1,0,Medium
Major Concert,Evening,16370,Indoor,18007,18007,2,2026-09-12,3,18.590879,73.493362,1,1,1,1,0,0,1,1,High
Major Concert,Afternoon,73178,Outdoor,78512,151536,15,2026-09-13,8,18.253137,72.591223,0,1,1,1,1,0,1,1,Medium
Protest/March,Morning,465682,Outdoor,465682,698523,0,2026-04-08,10,18.885366,73.852346,0,0,1,1,0,1,1,0,High
Major Concert,Evening,40763,Indoor,41994,82342,8,2026-06-02,4,19.477284,73.652959,0,1,1,1,1,0,1,1,High
Private Function,Afternoon,676,Indoor,1729,6779,5,2026-07-20,3,19.171007,72.77223,0,0,0,0,0,0,1,0,Low
Private Function,Afternoon,1153,Outdoor,3244,9890,10,2026-09-24,4,18.671875,73.797946,0,0,0,0,0,0,0,0,Low
Protest/March,Evening,236338,Outdoor,236338,354507,0,2026-09-16,5,18.796467,73.230654,0,0,1,1,0,1,1,0,High
Major Concert,Evening,8852,Indoor,9737,9737,2,2026-07-01,6,18.729053,73.830731,1,1,0,1,0,0,0,1,High
Protest/March,Evening,481623,Outdoor,481623,722434,0,2026-05-27,4,18.043169,73.336335,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,701,Indoor,1329,3919,4,2026-08-31,3,19.482117,73.589497,0,0,0,0,0,0,0,0,Low
Major Concert,Afternoon,23961,Outdoor,26378,49436,5,2026-04-11,5,19.262464,73.119759,1,1,1,1,0,0,1,1,Medium
Private Function,Afternoon,765,Outdoor,1282,3100,4,2026-08-23,5,18.253655,73.873473,0,0,0,0,0,0,1,0,Low
Major Concert,Afternoon,16892,Indoor,18581,18581,2,2026-08-24,4,18.595183,72.793762,1,1,0,1,0,0,1,1,High
Protest/March,Evening,489049,Outdoor,489049,733573,0,2026-09-18,8,19.440931,72.775949,0,0,1,1,0,1,1,0,High
Private Function,Morning,361,Outdoor,890,2854,3,2026-05-07,6,18.477967,73.571506,0,1,0,0,0,0,0,0,Low
Protest/March,Night,219904,Outdoor,219904,329856,0,2026-05-27,8,18.689704,73.815835,0,0,1,1,0,1,1,0,High
Protest/March,Morning,386200,Outdoor,386200,579300,0,2026-04-07,5,18.405971,72.976017,0,0,1,1,0,1,1,0,High
Political Rally,Morning,49841,Indoor,50416,85779,10,2026-05-11,4,19.466969,72.763624,0,0,0,1,1,0,1,0,Medium
Political Rally,Morning,57407,Outdoor,62385,112276,12,2026-04-07,4,18.740375,72.939351,1,0,1,1,1,0,1,0,Medium
Mega Religious Gathering,Afternoon,1549967,Outdoor,1155031,619986,2,2026-05-09,36,19.436985,73.851673,0,1,1,1,0,1,1,0,High
Private Function,Afternoon,839,Indoor,1897,4585,6,2026-09-06,5,18.912004,72.888158,0,0,0,0,0,0,0,0,Low
Political Rally,Afternoon,2107679,Outdoor,1577305,843071,2,2026-08-03,14,19.417337,73.466813,0,1,1,1,1,0,1,0,High
Sports Match,Afternoon,6734,Outdoor,11867,45310,39,2026-06-02,3,18.756266,72.965517,0,1,0,1,0,0,1,0,Low
Protest/March,Night,280693,Outdoor,280693,421039,0,2026-04-09,4,19.3923,73.198597,0,0,1,1,0,1,1,0,High
Sports Match,Morning,1955,Outdoor,3857,10684,12,2026-04-20,2,19.44612,73.252454,0,0,0,1,0,0,0,0,Low
Major Concert,Evening,29976,Indoor,31915,44330,6,2026-04-16,3,19.043253,72.891765,0,0,1,1,0,0,1,1,Medium
Political Rally,Morning,56430,Indoor,65896,82082,13,2026-04-18,4,18.925777,73.433616,0,1,1,1,1,0,1,0,Medium
Sports Match,Night,4878,Outdoor,11386,35792,37,2026-06-15,3,19.241425,73.73803,0,0,0,1,0,0,1,0,Low
Mega Religious Gathering,Morning,1985209,Outdoor,1599360,794083,2,2026-07-03,61,18.908681,73.54442,0,1,1,1,0,1,1,0,High
Major Concert,Afternoon,6711,Indoor,7382,7382,2,2026-05-21,4,19.43617,73.291648,1,1,0,1,0,0,0,1,Medium
Protest/March,Afternoon,362544,Outdoor,362544,543816,0,2026-07-08,10,18.04676,73.447615,0,0,1,1,0,1,1,0,High
Protest/March,Evening,191738,Outdoor,191738,287607,0,2026-06-30,5,18.435517,73.947772,0,0,1,1,0,1,1,0,High
Mega Religious Gathering,Morning,1394427,Outdoor,1165056,557770,3,2026-04-02,68,19.3144,72.913168,0,1,0,1,0,1,1,0,High
Sports Match,Evening,45504,Outdoor,48980,94080,9,2026-07-09,8,19.39363,73.909388,1,1,1,1,1,0,1,0,Medium
Protest/March,Morning,466324,Outdoor,466324,699486,0,2026-08-31,8,18.828838,73.959888,0,0,1,1,0,1,1,0,High
Sports Match,Afternoon,3055,Outdoor,5839,13805,19,2026-06-07,2,18.21096,73.666095,0,0,0,1,0,0,1,0,Low
Protest/March,Morning,147044,Outdoor,147044,220566,0,2026-04-02,7,18.650082,72.975356,0,0,1,1,0,1,1,0,High
Protest/March,Night,354863,Outdoor,354863,532294,0,2026-08-22,4,18.984589,72.926195,0,0,1,1,0,1,1,0,High
Private Function,Night,988,Indoor,2255,8314,7,2026-04-04,5,18.512917,73.78528,0,0,0,0,0,0,0,0,Low
Protest/March,Evening,165774,Outdoor,165774,248661,0,2026-06-01,9,18.295226,73.343819,0,0,1,1,0,1,1,0,High
Major Concert,Evening,10083,Indoor,11091,11091,2,2026-08-05,3,18.604364,73.019879,1,1,1,1,0,0,1,1,High
Mega Religious Gathering,Morning,1868094,Outdoor,1615241,747237,2,2026-05-19,47,19.262942,73.145305,0,1,1,1,0,1,1,0,High
Political Rally,Night,1495024,Outdoor,971952,598009,3,2026-05-24,69,19.142186,72.882481,0,1,1,0,1,0,1,0,High
Sports Match,Morning,9930,Outdoor,20988,76624,69,2026-08-19,5,18.433146,73.175574,0,0,0,1,0,0,0,0,Low
Political Rally,Afternoon,40046,Indoor,41338,55077,8,2026-06-09,4,19.408694,73.984104,0,1,0,1,1,0,1,0,Medium
Sports Match,Night,47045,Outdoor,49549,59864,9,2026-04-07,8,18.848125,72.964752,1,0,1,1,1,0,1,0,Medium
Sports Match,Evening,24455,Outdoor,27668,52998,5,2026-07-05,5,18.191951,73.484069,0,1,1,1,0,0,1,0,Medium
Sports Match,Morning,71016,Indoor,81133,137962,16,2026-08-01,8,18.320634,73.594386,0,1,1,1,1,0,1,0,Medium
Political Rally,Afternoon,46784,Indoor,55370,85977,11,2026-06-04,8,19.172878,73.891306,0,1,0,1,1,0,1,0,Medium
Private Function,Night,165,Outdoor,368,863,3,2026-08-21,3,18.953052,72.941451,0,0,0,0,0,0,1,0,Low
Protest/March,Night,206090,Outdoor,206090,309135,0,2026-07-24,8,18.435015,72.65837,0,0,1,1,0,1,1,0,Medium
Private Function,Morning,263,Outdoor,570,1661,3,2026-07-15,2,18.604529,72.739751,0,0,0,0,0,0,1,0,Low
Sports Match,Evening,1185,Outdoor,3324,12615,11,2026-07-30,6,18.994547,73.262168,0,1,0,1,0,0,1,0,Low
Sports Match,Night,7273,Outdoor,19332,58045,64,2026-06-16,4,19.196252,73.386262,0,1,0,1,0,0,1,0,Low
Mega Religious Gathering,Night,2251444,Outdoor,1559090,900577,1,2026-08-01,39,18.128247,73.17685,0,1,1,1,0,1,1,0,High
Private Function,Morning,826,Indoor,1625,4229,5,2026-04-12,6,19.007161,73.605175,0,0,0,0,0,0,1,0,Low
Private Function,Afternoon,99,Indoor,269,852,3,2026-09-20,5,18.436832,73.280182,0,1,0,0,0,0,1,0,Low
Sports Match,Afternoon,10743,Indoor,11682,22268,4,2026-08-07,8,18.294613,73.614944,0,1,0,1,0,0,1,0,Medium
Major Concert,Evening,13506,Indoor,14856,14856,2,2026-08-05,3,18.800302,72.980295,1,1,0,1,0,0,1,1,High
Sports Match,Evening,4048,Outdoor,8327,23286,27,2026-05-29,5,18.122213,72.684713,0,0,0,1,0,0,0,0,Low
Protest/March,Evening,305429,Outdoor,305429,458143,0,2026-08-17,4,18.93455,73.282561,0,0,1,1,0,1,1,0,High
Major Concert,Afternoon,69817,Indoor,71381,90793,14,2026-05-27,7,19.359854,72.970475,0,0,0,1,1,0,1,1,Medium
Sports Match,Night,9280,Outdoor,15749,37630,52,2026-05-06,6,18.162545,73.378098,0,1,0,1,0,0,1,0,Low
Mega Religious Gathering,Evening,1725234,Outdoor,1470363,690093,2,2026-09-22,51,18.457441,73.453589,0,1,1,1,0,1,1,0,High
Sports Match,Morning,3429,Outdoor,9096,25719,30,2026-04-17,4,18.441531,73.469221,0,0,0,1,0,0,0,0,Low
Private Function,Morning,1372,Outdoor,2312,4989,7,2026-07-11,5,19.4448,73.767919,0,1,0,0,0,0,1,0,Medium
Sports Match,Morning,1618,Outdoor,2536,7943,8,2026-07-05,5,19.472901,73.535112,0,1,0,1,0,0,0,0,Low
Sports Match,Afternoon,1351,Outdoor,2454,9270,8,2026-05-18,6,19.127097,73.902253,0,0,0,1,0,0,0,0,Low
Private Function,Night,1115,Indoor,2417,7975,8,2026-06-26,5,19.417485,73.378312,0,0,0,0,0,0,0,0,Low
Sports Match,Morning,64409,Outdoor,73293,129523,14,2026-08-08,3,18.534786,73.458804,0,1,0,1,1,0,1,0,Medium
Political Rally,Evening,69323,Outdoor,79123,114355,15,2026-07-03,4,19.277723,73.408191,0,1,0,1,1,0,1,0,Medium
